"id","epa_x","epa_y","map_x","map_y"
"12227","3222516","1416991","1048283.79","387567.667"
"12228","3222611","1417025","1047618.776","388054.736"
"12229","3222106","1417575","1048022.44","388890.07"
"12230","3222763","1417617","1048334.139","389007.386"
"12231","3222501","1417901","1049043.509","387890.687"
"12232","3222597","1417515","1048057.089","389476.038"
"12233","3222384","1417263","1048189.607","387347.971"
"12234","3222309","1417813","1047810.925","389599.508"
"12236","3222894","1417590","1047471.592","389609.479"
"12237","3222493","1418036","1047897.326","390168.742"
"12238","3221859","1417813","1047877.101","389594.504"
"12239","3222095","1417597","1047388.482","387983.57"
"12240","3222296","1417834","1048202.708","387337.953"
"12243","3222579","1417532","1047173.289","388061.989"
"12250","3222518","1418047","1048138.92","389285.295"
"12257","3222364","1417277","1048163.524","389251.969"
"12258","3222907","1417606","1047878.739","389530.515"
"12259","3224796","1411887","1047967.251","388082.194"
"12260","3222628","1417044","1047946.711","387637.081"
"12261","3222529","1417012","1047386.535","387430.973"
"12262","3227060","1416297","1047380.385","389584.381"
"12263","3227134","1416164","1047666.372","388654.299"
"12264","3225117","1416805","1047565.055","388038.808"
"12265","3226318","1416354","1047956.158","389924.776"
"12266","3220264","1410852","1048016.31","388937.051"
"12267","3225242","1411559","1048004.18","388303.203"
"12268","3221075","1411345","1046056.5","389722.922"
"12269","3223374","1412450","1048035.182","388930.758"
"12270","3221793","1417456","1047302.348","387521.817"
"12271","3221513","1417281","1048482.205","388246.357"
"12272","3221092","1417289","1047102.464","387797.829"
"12273","3220921","1416988","1047058.463","388295.636"
"12274","3220537","1416687","1047634.001","389168.888"
"12275","3220883","1416554","1047968.323","387173.097"
"12276","3220409","1415493","1047938.862","387956.752"
"12277","3220444","1415611","1047327.923","388506.356"
"12278","3220502","1415956","1048396.583","389194.58"
"12279","3220825","1415816","1047356.889","388959.115"
"12280","3221117","1415972","1049020.49","387901.34"
"12281","3221282","1415962","1046967.152","389976.768"
"12282","3220781","1416326","1047784.291","389122.918"
"12283","3220258","1416529","1047193.4","388074.656"
"12284","3221276","1416565","1048540.04","387745.038"
"12285","3221709","1416255","1046759.327","389342.895"
"12286","3221759","1416683","1048118.682","388620.273"
"12287","3221648","1417005","1048246.391","388309.799"
"12288","3221980","1417066","1047932.601","389527.763"
"12289","3221296","1415695","1047004.527","387719.222"
"12290","3220398","1415219","1047509.909","387929.699"
"12291","3222885","1415076","1048918.569","387920.483"
"12292","3220497","1414119","1048831.675","388563.737"
"12293","3220521","1414636","1048368.063","388817.489"
"12294","3220211","1414825","1046770.745","389655.864"
"12295","3220919","1415205","1048978.425","387911.896"
"12296","3221231","1415374","1047153.792","388917.266"
"12297","3221340","1415130","1047221.012","388509.414"
"12298","3221172","1414725","1047176.598","388125.751"
"12299","3221516","1414798","1047040.737","388607.091"
"12300","3220607","1413311","1049033.77","388427.26"
"12301","3221003","1413032","1049094.854","388419.404"
"12302","3221364","1413041","1047580.56","389318.951"
"12303","3221186","1413411","1046777.247","389325.554"
"12304","3221641","1412996","1047323.041","387331.435"
"12305","3219706","1411911","1047566.622","388931.753"
"12306","3220553","1412441","1046077.86","389082.626"
"12307","3220691","1412156","1048027.267","388666.03"
"12308","3223398","1413881","1047162.36","387940.203"
"12309","3222530","1413437","1048294.145","388851.87"
"12310","3222015","1414594","1047893.673","387382.653"
"12311","3222406","1414533","1048194.938","388299.728"
"12312","3222628","1414144","1048009.429","388907.467"
"12313","3222336","1414006","1046935.185","388083.514"
"12314","3221830","1414233","1047557.503","388062.97"
"12316","3222017","1413855","1047789.183","388614.442"
"12317","3221504","1414057","1047263.838","388068.302"
"12318","3221137","1414138","1046930.016","389248.408"
"12319","3221707","1413715","1047433.325","387496.772"
"12320","3220848","1413449","1047175.878","388688.122"
"12321","3221848","1413450","1049064.52","388417.42"
"12322","3221295","1412451","1048229.76","388098.721"
"12323","3221131","1412062","1047580.727","389311.288"
"12324","3220922","1411656","1046653.062","389306.038"
"12325","3221591","1411976","1047130.213","388857.387"
"12326","3221711","1412347","1048211.035","388358.439"
"12327","3223450","1413068","1048571.876","388005.185"
"12328","3222669","1413102","1047205.838","388052.721"
"12329","3222793","1412870","1047925.575","389250.486"
"12330","3223376","1412741","1048619.942","388224.177"
"12331","3222918","1412623","1048230.112","388708.293"
"12332","3223512","1412410","1046857.341","388159.852"
"12333","3222641","1412489","1047367.085","389718.36"
"12334","3222972","1412337","1047588.524","388167.855"
"12335","3222513","1412115","1047005.928","387972.399"
"12336","3222313","1412017","1048790.146","387914.393"
"12337","3222295","1412542","1047770.897","388387.879"
"12338","3222260","1411924","1047626.301","389386.882"
"12339","3222103","1411914","1047930.339","389230.194"
"12340","3221407","1411545","1048833.698","387918.478"
"12341","3224993","1416569","1049054.79","388545.629"
"12342","3225025","1416238","1048192.614","388348.401"
"12343","3225423","1416022","1047667.796","388405.139"
"12344","3225164","1416476","1047071.995","388128.969"
"12345","3225704","1416135","1046757.278","389328.42"
"12346","3227042","1415980","1047976.424","387673.518"
"12347","3226690","1415759","1048497.388","388565.764"
"12348","3227056","1415612","1047143.731","389622.387"
"12349","3226595","1415186","1048910.934","388214.568"
"12350","3227038","1415239","1048273.993","389053.737"
"12351","3226854","1414945","1047316.103","388173.366"
"12352","3226308","1414819","1047569.446","388530.743"
"12353","3226562","1414609","1048293.485","388519.036"
"12354","3226912","1414566","1048390.941","388357.533"
"12355","3227071","1414425","1048233.723","388335.563"
"12356","3226309","1414292","1048396.398","388045.946"
"12357","3226704","1414177","1048608.145","387910.375"
"12358","3226206","1413739","1046745.604","389345.301"
"12359","3226985","1413771","1047833.443","390201.705"
"12360","3225672","1413232","1048387.785","389191.387"
"12361","3226229","1413445","1046975.238","388095.644"
"12362","3226993","1413490","1046077.556","389193.358"
"12363","3225060","1414122","1047154.629","388718.553"
"12364","3225842","1414366","1047230.425","388566.932"
"12365","3225432","1414155","1047158.674","387694.966"
"12367","3225037","1414473","1046602.869","387809.68"
"12368","3225486","1414514","1046662.831","389267.39"
"12369","3225119","1414748","1047275.332","388395.481"
"12370","3225112","1415272","1048607.588","388461.989"
"12371","3225574","1415265","1047946.613","389933.539"
"12372","3225774","1414907","1048179.848","387993.585"
"12373","3225457","1415010","1046013.758","389766.667"
"12374","3225971","1415237","1047605.999","388051.617"
"12375","3225004","1415832","1047583.352","388724.589"
"12376","3225346","1415604","1048053.165","387868.483"
"12377","3226069","1415555","1048249.064","388120.569"
"12378","3225648","1415709","1048664.283","389800.633"
"12379","3225906","1415824","1048864.806","389926.229"
"12380","3226267","1416028","1048083.657","387381.542"
"12381","3224803","1411848","1047810.671","389599.981"
"12382","3224985","1411802","1047655.868","389316.513"
"12383","3225422","1411980","1047134.707","388032.895"
"12384","3225628","1411634","1047665.653","388497.883"
"12385","3225826","1410946","1046681.741","389984.342"
"12386","3226961","1410887","1047925.287","389253.47"
"12387","3226966","1411156","1046001.504","389917.489"
"12388","3226418","1411184","1048483.424","389720.484"
"12389","3225974","1411413","1047534.171","388119.046"
"12390","3226202","1411601","1047381.499","388525.278"
"12392","3226558","1411553","1048164.573","390253.688"
"12393","3226686","1411962","1047220.458","388735.366"
"12394","3225729","1412454","1047373.696","389523.02"
"12395","3226108","1412648","1047877.106","388208.147"
"12396","3226140","1412160","1048368.573","388777.98"
"12397","3226422","1412436","1047851.337","387406.849"
"12398","3226543","1412666","1047846.928","388080.363"
"12399","3226108","1413080","1047136.744","389618.549"
"12400","3226627","1412964","1048310.359","390304.597"
"12401","3226985","1412522","1046042.104","389717.771"
"12402","3226835","1412321","1047106.161","388194.297"
"12403","3209875","1419992","1047501.011","388206.704"
"12404","3210245","1419643","1048609.198","388079.316"
"12405","3210474","1419920","1048206.511","388363.2"
"12406","3210807","1419582","1047636.732","389852.017"
"12408","3210756","1419597","1048920.487","388200.454"
"12409","3210486","1419342","1047528.571","388116.824"
"12411","3211079","1419697","1047581.768","388723.817"
"12412","3211717","1419383","1048170.303","390273.397"
"12413","3211302","1419292","1047380.872","389946.386"
"12414","3211363","1419683","1048916.18","387942.496"
"12415","3210955","1419324","1047100.461","388140.471"
"12416","3210788","1418862","1047375.075","389049.96"
"12417","3211234","1419067","1048337.909","387968.896"
"12418","3211663","1418914","1047387.58","388479.493"
"12419","3212873","1419758","1048610.314","389735.882"
"12420","3212849","1419197","1047658.056","388911.105"
"12421","3212207","1419368","1047610.429","388777.971"
"12422","3211667","1418623","1049048.496","388420.92"
"12423","3212253","1419056","1047385.922","388502.679"
"12425","3211545","1418142","1048554.708","387861.69"
"12426","3211964","1417749","1048491.399","387917.463"
"12427","3213564","1418533","1048228.282","389658.046"
"12435","3212414","1417904","1048960.322","387892.812"
"12539","3212150","1418412","1047377.194","389046.745"
"12547","3212648","1417980","1048262.591","388350.173"
"12548","3212759","1418580","1048440.249","388217.404"
"12549","3213263","1418271","1048263.157","388332.307"
"12550","3212778","1418331","1047158.883","389983.173"
"12551","3212648","1418517","1048034.898","388928.972"
"12552","3212780","1419015","1047175.253","389614.573"
"12553","3213289","1419380","1048302.987","387595.618"
"12558","3213687","1419756","1047679.885","387987.331"
"12559","3214171","1419758","1047572.005","388955.124"
"12571","3214703","1419756","1047486.896","388629.836"
"12572","3215310","1419479","1047930.4","389228.503"
"12573","3215120","1418919","1047627.515","389388.904"
"12574","3215752","1419477","1047216.19","389104.241"
"12575","3214138","1419185","1047554.933","388042.566"
"12576","3214388","1418885","1047172.747","389157.759"
"12578","3213655","1418461","1046951.52","390273.331"
"12579","3213639","1418512","1047989.763","388926.26"
"12580","3214263","1418609","1049087.572","388420.064"
"12581","3213899","1418331","1048554.91","388731.302"
"12582","3214296","1417888","1048740.222","387909.892"
"12583","3214742","1418259","1047580.936","389318.951"
"12585","3213383","1418750","1048179","388003.546"
"12586","3213634","1418009","1047205.35","387998.113"
"12629","3213294","1417928","1047375.391","388539.276"
"12630","3212914","1417647","1048536.56","387742.341"
"12631","3213324","1417685","1047057.194","388176.679"
"12659","3214717","1417612","1048137.461","390315.574"
"12660","3214995","1417306","1048265.709","388138.469"
"12661","3217896","1418508","1048005.205","388925.882"
"12662","3218788","1418357","1048206.784","388063.307"
"12748","3214215","1415747","1047234.389","388544.248"
"12749","3215043","1416327","1048354.622","389753.782"
"12750","3218199","1417656","1047571.817","389459.242"
"12751","3218561","1417538","1048559.606","387764.095"
"12752","3219081","1418145","1049061.928","388418.587"
"12753","3219038","1417323","1048386.683","388931.058"
"12754","3219085","1417666","1049046.11","388549.22"
"12755","3216132","1416599","1048968.049","388500.175"
"12756","3216404","1416606","1047202.921","388173.348"
"12757","3218744","1417721","1048435.638","388729.53"
"12758","3215648","1416892","1048610.586","389800.362"
"12759","3215042","1416748","1048665.9","389270.855"
"12760","3214279","1417284","1048711.394","388303.446"
"12761","3218612","1418508","1046996.186","390107.83"
"12762","3219088","1417350","1048164.727","390311.474"
"12763","3219041","1418521","1047584.902","388123.048"
"12764","3213926","1416037","1048177.813","388423.17"
"12765","3215605","1417354","1046972.259","388084.062"
"12766","3215398","1417835","1047537.902","389645.453"
"12767","3215365","1418154","1047010.541","387983.741"
"12768","3215323","1418703","1048142.666","387668.211"
"12769","3215893","1418984","1048089.311","387867.077"
"12770","3215268","1419756","1048013.119","387523.326"
"12771","3214764","1419357","1047091.637","388199.118"
"12772","3215864","1419758","1047578.871","388725.947"
"12773","3215265","1419538","1048003.267","388924.475"
"12774","3216221","1419237","1047073","389983.308"
"12775","3216182","1419489","1048639.023","389746.284"
"12776","3216397","1418467","1047056.67","388611.414"
"12777","3216201","1418062","1047387.279","387844.399"
"12778","3216393","1418500","1046242.643","389371.682"
"12779","3215941","1418401","1048782.831","388076.836"
"12780","3213702","1416841","1047506.252","388805.145"
"12781","3213723","1416816","1048017.571","389449.453"
"12782","3216102","1417823","1048179.513","388031.909"
"12783","3214341","1416429","1047373.237","389579.269"
"12784","3216894","1417272","1047574.69","388858.933"
"12785","3216664","1417425","1046833.546","389596.271"
"12786","3215900","1416311","1047211.079","388032.011"
"12787","3217689","1417043","1047375.599","389524.324"
"12788","3215366","1416140","1049132.526","388365.637"
"12789","3215371","1415668","1047146.053","389106.974"
"12790","3214819","1415186","1048522.186","387934.453"
"12791","3215148","1414790","1047632.133","388045.769"
"12792","3218896","1417981","1047940.572","389511.646"
"12793","3214833","1415840","1048241.814","388389.439"
"12794","3214497","1415503","1048191.823","388236.4"
"12795","3215539","1415095","1048518.585","387930.274"
"12796","3217801","1417347","1048255.537","388351.343"
"12797","3216252","1414355","1048443.774","388241.081"
"12798","3218644","1418107","1047966.242","387719.451"
"12799","3215837","1415318","1047191.365","388993.937"
"12800","3218774","1417443","1048135.471","387756.532"
"12801","3216963","1414795","1048117.79","389936.195"
"12804","3216958","1414806","1048414.404","389022.57"
"12805","3218265","1418517","1048115.963","387378.72"
"12810","3218214","1418311","1047447.682","388525.821"
"12811","3216263","1415566","1048226.257","388349.671"
"12812","3217556","1417439","1048667.502","389268.067"
"12813","3216507","1416040","1047940.918","389453.556"
"12814","3216045","1416565","1047365.929","387860.561"
"12815","3217369","1415425","1048822.566","388179.843"
"12816","3217355","1415425","1047132.814","388028.959"
"12817","3216683","1416326","1048228.344","388404.212"
"12818","3217035","1416415","1048447.257","389232.24"
"12819","3216683","1416338","1047763.003","389790.093"
"12820","3217006","1416400","1048004.695","388304.34"
"12821","3216428","1416617","1048037.855","388941.399"
"12822","3216748","1416648","1047003.619","387975.884"
"12823","3216744","1416660","1046994.201","388828.069"
"12824","3217142","1416152","1047035.908","387752.144"
"12825","3217029","1417000","1047134.762","388138.545"
"12826","3217032","1417014","1047177.928","387304.308"
"12827","3216404","1416882","1047494.808","389593.389"
"12828","3216416","1416883","1048498.203","388479.816"
"12831","3217039","1417177","1048209.405","388424.881"
"12832","3217051","1417171","1048491.696","388816.723"
"12833","3217383","1417155","1046780.653","389341.946"
"12834","3216672","1417135","1047220.303","388504.784"
"12835","3216291","1417107","1048741.274","389782.351"
"12836","3216281","1417137","1048965.478","388579.179"
"12837","3216432","1417344","1046882.334","388121.214"
"12838","3216693","1417718","1048016.537","387942.766"
"12839","3216932","1417601","1047732.906","389642.174"
"12840","3216937","1417613","1046727.459","387193.613"
"12841","3217238","1417483","1048522.88","387934.444"
"12842","3218146","1416851","1047518.001","387858.435"
"12843","3217417","1417909","1047489.793","387847.327"
"12844","3217729","1417796","1047707.98","389576.453"
"12845","3217525","1418145","1048271.882","387911.631"
"12846","3218127","1418123","1047254.908","388409.294"
"12847","3217001","1418196","1048194.237","388375.486"
"12848","3216801","1418487","1048026.873","389482.394"
"12849","3217435","1418507","1048420.599","387885.483"
"12850","3217103","1418397","1047924.186","389829.944"
"12851","3217240","1418031","1047258.426","388409.089"
"12852","3216354","1415917","1048343.92","387916.034"
"12853","3217883","1418209","1048310.904","387456.946"
"12854","3217713","1418116","1047670.49","388667.717"
"12855","3218283","1417311","1048297.701","388519.889"
"12856","3218374","1417024","1048206.51","388362.727"
"12857","3217792","1416865","1047031.459","387753.61"
"12858","3217402","1416912","1048547.687","388478.601"
"12859","3216952","1416650","1048271.644","387913.318"
"12860","3216920","1416646","1047373.991","389523.717"
"12861","3218840","1416560","1047956.232","388915.512"
"12862","3219165","1416551","1048082.213","388205.264"
"12863","3219196","1416546","1047136.545","389322.314"
"12864","3218831","1416922","1047580.76","388600.651"
"12865","3218830","1416933","1048032.786","388540.949"
"12866","3219107","1416221","1047963.384","388326.595"
"12867","3218481","1416545","1048411.634","388308.364"
"12868","3218747","1416214","1047593.499","389059.944"
"12869","3218361","1416213","1048215.259","388325.572"
"12870","3218373","1416209","1047864.69","390262.065"
"12871","3218307","1415851","1046882.53","388041.785"
"12872","3218375","1416251","1047515.488","389225.685"
"12873","3218483","1416504","1048080.121","388204.971"
"12874","3219101","1416874","1047795.085","389096.394"
"12875","3218499","1416783","1047996.245","389834.116"
"12876","3216383","1416338","1048957.925","388487.96"
"12877","3216791","1416063","1046089.925","389915.408"
"12878","3216062","1416843","1048770.9","388335.11"
"12879","3216068","1416865","1046000.598","389667.34"
"12880","3218296","1415435","1046863.823","388023.695"
"12881","3218311","1415436","1048196.566","388380.113"
"12882","3218611","1415894","1049044.776","388584.954"
"12883","3218611","1415906","1048215.676","387892.874"
"12884","3219079","1416226","1048291.048","388805.771"
"12885","3219181","1415891","1047810.27","388588.322"
"12886","3218911","1415896","1048270.31","388334.282"
"12887","3218911","1415909","1046153.35","389775.055"
"12888","3218355","1414024","1048027.512","389857.143"
"12889","3218358","1414034","1048755.486","389137.207"
"12890","3218786","1415095","1048450.387","388228.845"
"12891","3218542","1415024","1047757.524","387871.338"
"12892","3218533","1415033","1047136.437","389314.744"
"12893","3218787","1415108","1047486.29","388611.214"
"12894","3219109","1415076","1048901.915","387943.422"
"12895","3218747","1415617","1047902.61","390301.587"
"12896","3219082","1415602","1048207.464","388381.197"
"12897","3218263","1414638","1047585.825","389054.119"
"12898","3218106","1414323","1048970.432","388501.591"
"12899","3218466","1414857","1047737.737","389252.792"
"12900","3218494","1414855","1048278.406","388964.648"
"12901","3218288","1415890","1048021.559","389509.883"
"12902","3218059","1414630","1048750.963","388547.142"
"12903","3218047","1414843","1048455.981","387883.248"
"12904","3218081","1415087","1047156.384","388120.101"
"12905","3218092","1415107","1047593.36","388247.974"
"12906","3217738","1414581","1047220.026","387995.013"
"12907","3217674","1414848","1047919.293","387746.462"
"12908","3217736","1415105","1048175.014","388002.216"
"12909","3216706","1416884","1047375.733","389615.953"
"12910","3216712","1416898","1048710.748","389450.536"
"12911","3217517","1415100","1048079.302","389327.09"
"12912","3215892","1417036","1046011.059","389398.415"
"12913","3217043","1415090","1047568.271","388560.234"
"12914","3217244","1414955","1048340.103","388859.496"
"12915","3217222","1414939","1047915.917","389636.255"
"12916","3216793","1415080","1048194.413","388578.066"
"12917","3216793","1415091","1048554.093","387944.762"
"12918","3216659","1414750","1047715.257","389521.329"
"12919","3216658","1414757","1046073.935","389348.562"
"12920","3216760","1414435","1047560.076","388042.057"
"12921","3216757","1414443","1047135.109","387981.803"
"12922","3216934","1414040","1047984.337","390313.172"
"12923","3217515","1415078","1048226.513","388336.821"
"12924","3216148","1414999","1047410.139","389265.013"
"12925","3217498","1414332","1048083.862","389461.749"
"12926","3217696","1414587","1047759.195","389785.526"
"12927","3218495","1415760","1047141.401","388361.744"
"12928","3216683","1414407","1047373.004","388851.134"
"12929","3216331","1414025","1047883.423","389861.139"
"12930","3216569","1413726","1048241.646","388327.705"
"12931","3218664","1417031","1049122.218","388370.866"
"12932","3217718","1415090","1047680.875","389013.031"
"12933","3217537","1414323","1046763.226","389340.168"
"12934","3217208","1414176","1047780.049","389129.514"
"12935","3217619","1414063","1048489.87","388211.009"
"12936","3217588","1414053","1047980.116","388922.407"
"12937","3217410","1414483","1047981.172","389832.988"
"12938","3217404","1414497","1047191.181","388860.744"
"12939","3217378","1414674","1047808.152","389598.994"
"12940","3217099","1414549","1047235.49","388557.162"
"12941","3217369","1414696","1048555.95","387858.24"
"12942","3217343","1414684","1047090.638","388442.049"
"12943","3217094","1414560","1047817.958","390277.966"
"12944","3217685","1414854","1046188.731","389562.821"
"12945","3218058","1414842","1048679.593","388640.816"
"12946","3218118","1414325","1047332.847","388126.797"
"12947","3218443","1414564","1048275.089","389044.782"
"12948","3218451","1414577","1046173.603","389746.666"
"12949","3218609","1414365","1047008.751","389218.366"
"12950","3218623","1414371","1047763.754","388514.939"
"12951","3218792","1414805","1048193.395","388020.965"
"12952","3219096","1414698","1048391.792","387904.675"
"12953","3218794","1414817","1047004.867","390086.301"
"12954","3219114","1414688","1048436.366","388006.02"
"12955","3218649","1414168","1048921.934","388202.45"
"12956","3218946","1414062","1047381.25","388052.211"
"12957","3219098","1413840","1047549.426","388540.56"
"12958","3219109","1413822","1048799.769","390000.609"
"12959","3218531","1413883","1047200.177","387481.176"
"12960","3218543","1413872","1047112.444","389382.563"
"12961","3218954","1414072","1047769.766","388389.152"
"12962","3218660","1414208","1048419.093","389661.853"
"12963","3218085","1414646","1048187.539","387355.16"
"12964","3217583","1414982","1047212.22","389601.732"
"12965","3217203","1414187","1048155.048","388173.91"
"12966","3216865","1413996","1047489.123","388113.353"
"12967","3217358","1413887","1048197.727","388381.323"
"12968","3217351","1413897","1047539.038","388684.428"
"12969","3218586","1413458","1048237.951","388369.408"
"12970","3218378","1413729","1046681.647","387191.352"
"12971","3217981","1413685","1047545.765","388919.06"
"12972","3217749","1413394","1047403.486","389623.251"
"12973","3217959","1413661","1047103.896","388147.472"
"12974","3217573","1413643","1047269.681","387273.36"
"12975","3217566","1413653","1048092.419","387865.936"
"12976","3217740","1413403","1047208.792","388007.977"
"12977","3219114","1414387","1047479.606","389235.076"
"12978","3217307","1413455","1048162.581","387660.903"
"12979","3217303","1413461","1047574.702","389311.909"
"12980","3218398","1414305","1048558.681","387892.709"
"12981","3217114","1413727","1047334.394","389493.8"
"12982","3217110","1413734","1047172.353","389400.284"
"12983","3216723","1413449","1048172.445","390159.482"
"12984","3217758","1413865","1047467.023","389764.545"
"12985","3218842","1414466","1046966.756","389096.087"
"12986","3216899","1413123","1047508.407","387843.563"
"12987","3217196","1412876","1047674.955","388651.062"
"12988","3217468","1412595","1048492.804","388002.281"
"12989","3217733","1412310","1048658.165","387914.595"
"12990","3217830","1412914","1048237.595","388368.565"
"12991","3217518","1413210","1047461.845","388465.745"
"12992","3218034","1413150","1046973.613","388096.607"
"12993","3218025","1413158","1047198.928","388774.574"
"12994","3218213","1412896","1046101.078","389375.077"
"12995","3218830","1413234","1047237.504","387987.039"
"12996","3218358","1413116","1047128.886","388852.278"
"12997","3218654","1413842","1048524.756","388564.321"
"12998","3218662","1413853","1048024.29","389867.233"
"12999","3218925","1413577","1047741.571","387825.223"
"13000","3218867","1413635","1047208.546","388163.224"
"13001","3218875","1413643","1047413.376","387499.542"
"13002","3218577","1413450","1047229.987","387474.438"
"13003","3218478","1415892","1046938.079","388079.745"
"13004","3219128","1413432","1048554.027","389038.059"
"13005","3219102","1413060","1047167.813","388811.598"
"13006","3219117","1413092","1048085.304","389323.106"
"13007","3218106","1411960","1048083.598","389322.548"
"13008","3217783","1412847","1048076.973","388207.27"
"13009","3218234","1413406","1047572.474","388531.225"
"13010","3217775","1412307","1047840.233","390193.999"
"13011","3218094","1411927","1048516.086","387928.946"
"13012","3218479","1411656","1046653.454","389306.208"
"13013","3218078","1412701","1048096.979","389286.59"
"13014","3218641","1412827","1048332.056","387912.656"
"13015","3218331","1412446","1047169.475","389225.002"
"13016","3218280","1412436","1046937.055","388079.858"
"13017","3219068","1412032","1046810.098","387208.814"
"13018","3219003","1412643","1048053.806","388972.862"
"13019","3218307","1412468","1047241.125","389242.504"
"13020","3218675","1411382","1047161.686","388127.255"
"13021","3219650","1416631","1046965.944","388061.452"
"13022","3219660","1415544","1048100.003","387632.949"
"13023","3222915","1416751","1046973.537","388110.285"
"13024","3223072","1416382","1048274.93","389050.64"
"13025","3222977","1415892","1048060.84","387489.86"
"13026","3222814","1416631","1048221.676","388396.642"
"13027","3222496","1416082","1047058.141","388172.677"
"13028","3222802","1415961","1047828.394","388282.894"
"13029","3222233","1416185","1048404.147","388262.029"
"13030","3224809","1416498","1047761.161","389655.657"
"13031","3222371","1414841","1049072.292","388428.352"
"13032","3222637","1414980","1048244.144","388384.304"
"13033","3221915","1415717","1046823.651","389605.291"
"13034","3223262","1413778","1047284.746","387684.714"
"13035","3223073","1414844","1048893.626","387921.916"
"13036","3223393","1414144","1047594.406","388247.89"
"13037","3222840","1414590","1047192.725","389606.842"
"13038","3223101","1414088","1048183.398","390164.305"
"13039","3221232","1413903","1048651.445","389186.665"
"61027","3219649","1415009","1047689.962","388065.124"
"61046","3219664","1413497","1047273.522","387948.989"
"61097","3219953","1414875","1048084.305","388973.541"
"61098","3219964","1413500","1048247.835","388389.34"
"61099","3219960","1412104","1047307.308","387240.606"
"61101","3219363","1413495","1048149.003","389733.066"
"61128","3219672","1412507","1048192.754","388450.381"
"61129","3220025","1411179","1047089.513","388125.056"
"61151","3219375","1411954","1049032.409","387893.036"
"61154","3219372","1412505","1047233.31","387472.104"
"61155","3219779","1411682","1047307.807","387241.825"
"61156","3219902","1411433","1048320.56","387452.469"
"61157","3220225","1411900","1047856.934","389947.796"
"61158","3220347","1411650","1048757.335","390078.777"
"61159","3220470","1411398","1047110.437","389211.349"
"61160","3219350","1416644","1047089.93","387776.639"
"61161","3219778","1416604","1048553.897","387863.109"
"61163","3219355","1416118","1047348.18","389577.625"
"61164","3219387","1415542","1048508.023","387926.179"
"61165","3219816","1415563","1047872.883","388076.828"
"61167","3219653","1416341","1047559.604","388042.112"
"61168","3219657","1415844","1048560.784","388556.796"
"61169","3220839","1419707","1047894.207","387382.351"
"61170","3222519","1416073","1047580.712","388724.856"
"61171","3222839","1416601","1047010.523","387988.441"
"61172","3222919","1415915","1047983.762","388917.218"
"61173","3223129","1416388","1049142.493","388573.351"
"61174","3223488","1416207","1048498.56","388246.638"
"61175","3223489","1415690","1047000.88","388775.41"
"61176","3224795","1416511","1047259.229","388912.809"
"61177","3224375","1416572","1047598.768","388162.206"
"61178","3224200","1416048","1048257.851","388104.884"
"61179","3224088","1415510","1047671.991","388668.786"
"61180","3224726","1415724","1048572.426","388555.868"
"61181","3224707","1415260","1048765.943","388350.656"
"61182","3224586","1414389","1047134.978","389318.489"
"61183","3225517","1412864","1046978.901","389402.054"
"61184","3224913","1412122","1048387.931","388919.077"
"61185","3221885","1415696","1048264.272","388360.423"
"61186","3222419","1415634","1049096.552","388420.837"
"61187","3222559","1415164","1049027.379","387888.844"
"61188","3222143","1415279","1048534.326","387730.517"
"61189","3222861","1416613","1048243.582","388303.574"
"61190","3222242","1416209","1048498.042","388498.378"
"61191","3222528","1416097","1048229.466","389663.073"
"61192","3223123","1416413","1047991.038","388229.207"
"61193","3222928","1415938","1047989.028","388922.192"
"61194","3223513","1416207","1047355.488","388009.07"
"61195","3223516","1415676","1047320.367","389563.64"
"61196","3221873","1415718","1046868.318","388077.862"
"61197","3222427","1415657","1047397.577","387463.16"
"61198","3220750","1414812","1047200.958","388180.492"
"61199","3220772","1414824","1047783.827","388766.925"
"61200","3221736","1415060","1047785.773","388486.448"
"61201","3221758","1415072","1046087.429","389397.508"
"61202","3222165","1415290","1047626.145","389077.006"
"61203","3222353","1414876","1046700.554","389984.423"
"61204","3222373","1414890","1048469.876","389713.82"
"61205","3222583","1415171","1048751.172","389109.778"
"61206","3222823","1414623","1047809.002","388066.122"
"61207","3222843","1414637","1048240.759","388361.203"
"61208","3219956","1414547","1048680.736","388658.155"
"61209","3219981","1414547","1048976.307","387946.907"
"61210","3219960","1414053","1047491.212","387639.741"
"61211","3219985","1414054","1048510.549","388449.411"
"61212","3219992","1413500","1048975.198","387875.358"
"61213","3219992","1413525","1047656.266","388720.726"
"61214","3220510","1413523","1048344.044","387919.177"
"61215","3220498","1413544","1047587.947","387895.345"
"61216","3220878","1413717","1047346.648","388022.623"
"61217","3220867","1413738","1047470.606","388588.343"
"61218","3223090","1414110","1048691.512","388527.566"
"61219","3223112","1414121","1048234.932","389661.768"
"61220","3219783","1416629","1047073.961","388157.356"
"61222","3219375","1416644","1048195.813","388394.331"
"61223","3219380","1416118","1047530.739","388158.739"
"61224","3219390","1415567","1048673.257","388457.126"
"61225","3219804","1415585","1047489.095","387846.699"
"61226","3219678","1416342","1048191.491","390091.017"
"61227","3219682","1415844","1047048.704","387765.573"
"61229","3219865","1414980","1046950.228","388553.431"
"61230","3219392","1415006","1048656.93","389192.856"
"61231","3219353","1414541","1049050.269","388585.823"
"61232","3219358","1414048","1047182.309","387674.741"
"61233","3219391","1413495","1048227.598","388405.257"
"61234","3219652","1414698","1047970.122","388920.101"
