inf,inf,inf,inf,inf,inf,inf
4.320000000000000000e+02,inf,inf,inf,inf,inf,inf
inf,4.170000000000000000e+02,inf,inf,inf,inf,inf
inf,inf,1.409000000000000000e+03,inf,inf,inf,inf
inf,inf,5.750000000000000000e+02,inf,inf,6.330000000000000000e+02,inf
inf,3.080000000000000000e+02,inf,inf,inf,inf,inf
inf,inf,inf,3.740000000000000000e+02,9.440000000000000000e+02,inf,inf
